#
#   solar exposure for a day, from sunrise to sunset
#
#   This is not an actual measurement
#   It is modeled by SMARTS 2.9.5
#   https://www.nrel.gov/rredc/smarts/
#
#   day=2018-02-14, latitude=30.175, integration.step=10 minutes
#
#   the unit is joule * m^{-2} * nm^{-1}

wavelength	energy
2980	20.6732988
2985	113.589354
2990	174.176616
2995	67.945758
3000	129.323676
3005	45.899202
3010	113.308176
3015	89.721282
3020	9.5498772
3025	123.871038
3030	99.512346
3035	39.59946
3040	32.0129574
3045	66.78303
3050	16.1281386
3055	4.4245464
3060	103.878984
3065	46.170402
3070	27.1590048
3075	98.790066
3080	58.577358
3085	27.4961064
3090	37.237098
3095	10.0088196
3100	71.332122
3105	14.412972
3110	12.828705
3115	35.467512
3120	164.716278
3125	49.64412
3130	96.52443
3135	194.746344
3140	53.507364
3145	52.621446
3150	110.843682
3155	93.771072
3160	155.196522
3165	245.46696
3170	219.503172
3175	155.094852
3180	184.420854
3185	130.80006
3190	69.565134
3195	41.121126
3200	6.5595282
3205	4.5926088
3210	2.0301981
3215	7.5044268
3220	24.1133622
3225	3.03146526
3230	5.0854266
3235	119.926434
3240	57.41691
3245	11.470119
3250	40.503618
3255	167.065182
3260	18.5582982
3265	38.466906
3270	18.3324066
3275	96.885012
3280	44.872428
3285	192.085398
3290	145.306158
3295	19.3657464
3300	28.0299798
3305	63.183192
3310	61.009578
3315	0.207614964
3320	0.84852054
3325	53.541438
3330	78.406374
3335	152.179596
3340	57.401172
3345	56.270364
3350	137.958936
3355	57.751776
3360	87.00684
3365	123.543144
3370	61.695378
3375	147.398502
3380	81.123852
3385	128.459322
3390	168.534084
3395	166.116786
3400	228.04326
3405	70.483392
3410	122.911044
3415	119.889918
3420	243.4245
3425	172.47459
3430	146.017554
3435	211.331436
3440	134.149104
3445	203.2608
3450	198.526578
3455	142.396782
3460	231.21354
3465	170.080896
3470	226.82412
3475	195.593442
3480	201.275904
3485	222.11862
3490	184.455372
3495	226.34082
3500	218.98728
3505	217.01724
3510	220.5078
3515	210.55296
3520	225.33732
3525	210.259614
3530	203.381082
3535	166.729332
3540	158.058744
3545	168.263556
3550	191.676696
3555	160.811478
3560	197.76543
3565	197.853828
3570	147.804942
3575	151.643622
3580	185.275422
3585	163.080192
3590	170.495922
3595	176.960952
3600	189.543996
3605	188.896524
3610	171.368928
3615	173.964012
3620	218.91786
3625	187.305996
3630	183.284502
3635	190.307646
3640	216.7047
3645	195.1563
3650	186.37395
3655	205.86288
3660	204.78462
3665	188.458626
3670	141.867258
3675	81.6012
3680	148.729356
3685	171.59604
3690	176.872044
3695	188.547954
3700	206.25552
3705	203.31762
3710	172.11408
3715	170.326194
3720	195.347094
3725	202.12686
3730	171.424014
3735	156.779544
3740	163.165128
3745	195.033678
3750	172.987908
3755	166.703322
3760	162.673098
3765	156.97707
3770	169.80825
3775	168.315294
3780	179.46246
3785	162.218268
3790	140.750604
3795	164.437458
3800	185.86326
3805	173.59284
3810	150.210954
3815	140.911296
3820	182.101932
3825	178.741644
3830	181.16589
3835	138.77808
3840	166.693992
3845	161.968434
3850	163.01775
3855	156.22179
3860	144.109422
3865	146.29722
3870	130.06089
3875	117.02913
3880	112.284432
3885	117.444654
3890	119.831664
3895	133.024998
3900	143.629374
3905	143.548674
3910	125.789376
3915	122.613036
3920	122.051778
3925	120.120078
3930	124.57494
3935	131.39742
3940	132.810594
3945	136.158306
3950	138.569514
3955	140.796888
3960	141.748776
3965	143.155872
3970	140.569464
3975	136.609506
3980	134.01708
3985	135.253236
3990	133.93266
3995	130.500018
4000	128.130582
